event_id,basin,patch_id,flood_date,pre_s1_date,post_s1_date,pre_post_days,orbit_pass,relative_orbit,pre_relative_orbit,post_relative_orbit,pre_absolute_orbit,post_absolute_orbit,mission,orbit_pass_matched,epsg,min_lat,max_lat,min_lon,max_lon,flood_pixel_percentage,valid_pixel_percentage,nodata_fraction,row,col,export_task_id,pre_selection_reason,post_selection_reason
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r001_c008,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1876094.6392928439,1878654.6392928439,354668.63443671475,357228.63443671475,0.44,100.0,0.0,1,8,EZ6BXLLTCICBETMY5VZLXRQ7,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r030_c006,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1950334.6392928439,1952894.6392928439,349548.63443671475,352108.63443671475,0.43,100.0,0.0,30,6,XGFAOIJQTV3EOH64L47NI4F2,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r041_c005,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1978494.6392928439,1981054.6392928439,346988.63443671475,349548.63443671475,0.58,99.69,0.0031,41,5,XHB26GQPXYRZ2J2HSH6AE44J,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r019_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1922174.6392928439,1924734.6392928439,364908.63443671475,367468.63443671475,0.39,100.0,0.0,19,12,E56R2BQDXEBIQUHJF6IBYTHX,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r039_c005,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1973374.6392928439,1975934.6392928439,346988.63443671475,349548.63443671475,0.39,100.0,0.0,39,5,OKQHPFSX4PWSBL734LB7563L,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r045_c007,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1988734.6392928439,1991294.6392928439,352108.63443671475,354668.63443671475,0.63,100.0,0.0,45,7,M2PXSDVGVYWIYAV4LRQLQ4UZ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r035_c001,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1963134.6392928439,1965694.6392928439,336748.63443671475,339308.63443671475,0.64,100.0,0.0,35,1,Z6DNGMQAINFLL2OZGYFO6TF6,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r010_c017,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1899134.6392928439,1901694.6392928439,377708.63443671475,380268.63443671475,0.35,100.0,0.0,10,17,AWCKQVN3EYJL7XEF3LB3VDAG,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r034_c002,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1960574.6392928439,1963134.6392928439,339308.63443671475,341868.63443671475,0.68,100.0,0.0,34,2,DJZDOESWJPYJ6U3JPZDRKJ5G,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r003_c022,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1881214.6392928439,1883774.6392928439,390508.63443671475,393068.63443671475,0.31,100.0,0.0,3,22,YG6IOT66FASSHCI24PTUXROQ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r013_c011,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1906814.6392928439,1909374.6392928439,362348.63443671475,364908.63443671475,0.31,100.0,0.0,13,11,NWQCT7XQGHEFWP4J3QTF2T6V,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r044_c007,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1986174.6392928439,1988734.6392928439,352108.63443671475,354668.63443671475,0.7,100.0,0.0,44,7,LKKLHZ67U3OTWNTL44ZNSPTE,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r026_c008,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1940094.6392928439,1942654.6392928439,354668.63443671475,357228.63443671475,0.28,100.0,0.0,26,8,PTLRALMDCABRZIYNNBOAKZMF,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r025_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1937534.6392928439,1940094.6392928439,370028.63443671475,372588.63443671475,0.74,100.0,0.0,25,14,KLKRWBH6A3UV6FEVE3SWLM7X,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r037_c001,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1968254.6392928439,1970814.6392928439,336748.63443671475,339308.63443671475,0.75,100.0,0.0,37,1,OUTVNPEXYDR44ZDNIOGCSPSU,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r038_c001,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1970814.6392928439,1973374.6392928439,336748.63443671475,339308.63443671475,0.23,100.0,0.0,38,1,EEWSUG7CF5KQSXPWDQYRLT5I,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r002_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1878654.6392928439,1881214.6392928439,364908.63443671475,367468.63443671475,0.21,98.9,0.011,2,12,Z7XRKTL6TEF6KCGVDZWZWLIH,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r029_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1947774.6392928439,1950334.6392928439,364908.63443671475,367468.63443671475,0.21,100.0,0.0,29,12,R5RKCQ2XEUGBM54BRPECOTYS,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r039_c002,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1973374.6392928439,1975934.6392928439,339308.63443671475,341868.63443671475,0.79,100.0,0.0,39,2,TAMPUL44R2SY6ARBEVE5T6BB,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r043_c008,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1983614.6392928439,1986174.6392928439,354668.63443671475,357228.63443671475,0.2,98.35,0.0165,43,8,XG7DEYGHPJGO76UEQ2O7ZRUL,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r007_c020,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1891454.6392928439,1894014.6392928439,385388.63443671475,387948.63443671475,0.82,100.0,0.0,7,20,KPZTLU6CH3IL6XP3LBUUYFWW,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r016_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1914494.6392928439,1917054.6392928439,367468.63443671475,370028.63443671475,0.82,100.0,0.0,16,13,YHWO4NLYABOCJ5UPLWWSMRU3,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r033_c002,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1958014.6392928439,1960574.6392928439,339308.63443671475,341868.63443671475,0.82,100.0,0.0,33,2,C5Y3NC2WGFB575RQH7JZPDKH,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r029_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1947774.6392928439,1950334.6392928439,367468.63443671475,370028.63443671475,0.18,100.0,0.0,29,13,ZQ4IEG4QZGGCTA6B63CN7XP7,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r030_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1950334.6392928439,1952894.6392928439,364908.63443671475,367468.63443671475,0.18,100.0,0.0,30,12,GNKXQZXJRMCL352ZF2Q2J7GU,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r001_c009,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1876094.6392928439,1878654.6392928439,357228.63443671475,359788.63443671475,0.17,100.0,0.0,1,9,2DNYX2ORNX64I5EU6WVCH7IC,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r022_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1929854.6392928439,1932414.6392928439,367468.63443671475,370028.63443671475,0.17,100.0,0.0,22,13,RXUWJC5EFR52FJSJ2ZZD633Q,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r027_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1942654.6392928439,1945214.6392928439,364908.63443671475,367468.63443671475,5.59,100.0,0.0,27,12,Q45LKQJMM4HYLC2W4OULJR32,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r032_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1955454.6392928439,1958014.6392928439,364908.63443671475,367468.63443671475,5.74,100.0,0.0,32,12,RAHEQRJCDHKEI5D72ZZE2N7Y,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r034_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1960574.6392928439,1963134.6392928439,364908.63443671475,367468.63443671475,5.26,100.0,0.0,34,12,RYTEPAL4CDRXILNSRADM4MN5,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r031_c011,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1952894.6392928439,1955454.6392928439,362348.63443671475,364908.63443671475,5.8,100.0,0.0,31,11,766KB7XNKPUAZXGSAPX2JIAL,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r033_c009,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1958014.6392928439,1960574.6392928439,357228.63443671475,359788.63443671475,5.94,100.0,0.0,33,9,B2TQ7KZ6SHSVGEQS43EE2EEY,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r017_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1917054.6392928439,1919614.6392928439,367468.63443671475,370028.63443671475,5.96,100.0,0.0,17,13,AIC5S2QNDK6RNW62PMNF7AG7,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r026_c011,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1940094.6392928439,1942654.6392928439,362348.63443671475,364908.63443671475,4.7,100.0,0.0,26,11,574PMQKSJD5PZ3UXT3BNUB2I,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r035_c011,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1963134.6392928439,1965694.6392928439,362348.63443671475,364908.63443671475,4.4,100.0,0.0,35,11,SPX4WZSR3L7CAUIQ26HJAUFX,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
